step,t_s,leg,clearance,contact,L_ee_x,L_ee_y,L_ee_z,L_ee_dx,L_ee_dy,L_ee_dz,L_ee_step_dist,L_ee_cum_dist,R_ee_x,R_ee_y,R_ee_z,R_ee_dx,R_ee_dy,R_ee_dz,R_ee_step_dist,R_ee_cum_dist,q_WaistYaw,q_WaistRoll,q_WaistPitch,q_LeftShoulderPitch,q_LeftShoulderRoll,q_LeftShoulderYaw,q_LeftElbow,q_LeftWristRoll,q_LeftWristPitch,q_LeftWristYaw,q_RightShoulderPitch,q_RightShoulderRoll,q_RightShoulderYaw,q_RightElbow,q_RightWristRoll,q_RightWristPitch,q_RightWristYaw,u_aWaistYaw,u_aWaistRoll,u_aWaistPitch,u_aLeftShoulderPitch,u_aLeftShoulderRoll,u_aLeftShoulderYaw,u_aLeftElbow,u_aLeftWristRoll,u_aLeftWristPitch,u_aLeftWristYaw,u_aRightShoulderPitch,u_aRightShoulderRoll,u_aRightShoulderYaw,u_aRightElbow,u_aRightWristRoll,u_aRightWristPitch,u_aRightWristYaw,phi_max,n_active
24,0.240000,1,0.008698302681,0,0.267272696,0.260950889,0.895021762,0.001101247,0.001270321,-0.001244136,0.002091491,0.034010914,0.259268154,-0.223742284,0.919185611,0.000656884,0.001163683,0.000314261,0.001372740,0.019572775,-0.051294920,-0.024864137,0.022095194,-0.025922601,0.558524574,0.038819901,0.118522219,0.003864229,0.030799947,0.004477482,-0.096924661,-0.422902440,0.050710101,0.035047798,0.000424448,0.000374543,0.004891876,-0.275764646,-0.292135045,0.171143243,-0.298632532,0.328302377,0.298818841,0.753136695,0.011531449,0.142799748,0.044266966,-0.603963654,0.590143305,0.238475839,-0.050731932,-0.001931908,-0.130174810,0.015955714,0.012561956,3
25,0.250000,1,0.008576690816,0,0.268384859,0.262234975,0.893769768,0.001112164,0.001284086,-0.001251994,0.002110278,0.036121192,0.259939330,-0.222554828,0.919517679,0.000671176,0.001187456,0.000332068,0.001403851,0.020976627,-0.054552986,-0.026536502,0.023574457,-0.027705100,0.562298688,0.041287154,0.125988060,0.004111488,0.032726209,0.004776472,-0.103121668,-0.417794116,0.053893439,0.036988134,0.000454692,0.000299836,0.005194641,-0.228754516,-0.275016072,0.139052287,-0.266354450,0.265329831,0.271820780,0.657354352,0.006561595,0.115088906,0.040380998,-0.528447980,0.516783666,0.193189516,-0.072474803,-0.002821541,-0.129453239,0.011516158,0.012650163,3
26,0.260000,1,0.008458708622,0,0.269505932,0.263530915,0.892511643,0.001121073,0.001295940,-0.001258125,0.002125828,0.038247020,0.260623999,-0.221345160,0.919867843,0.000684669,0.001209668,0.000350164,0.001433417,0.022410043,-0.057838628,-0.028238081,0.025070834,-0.029517463,0.566105633,0.043784289,0.133529215,0.004359901,0.034666750,0.005079889,-0.109379071,-0.412626777,0.057100624,0.038923396,0.000484743,0.000212112,0.005499002,-0.184439668,-0.258738955,0.107598348,-0.234336123,0.205418136,0.246431705,0.566089230,0.001910137,0.088886862,0.036650949,-0.457938799,0.447148191,0.150240042,-0.092063293,-0.003587306,-0.128149377,0.007348599,0.012730609,3
27,0.270000,1,0.008344767362,0,0.270633984,0.264836885,0.891248977,0.001128052,0.001305970,-0.001262666,0.002138313,0.040385333,0.261321371,-0.220114794,0.920236378,0.000697372,0.001230366,0.000368535,0.001461487,0.023871531,-0.061147145,-0.029967161,0.026581117,-0.031356461,0.569939111,0.046308606,0.141136105,0.004608970,0.036618801,0.005387344,-0.115689319,-0.407407760,0.060327128,0.040851411,0.000514511,0.000111442,0.005804514,-0.142674463,-0.243209572,0.076860089,-0.202748996,0.148413751,0.222584307,0.479164318,-0.002437772,0.064124953,0.033075405,-0.392086478,0.380995030,0.109498020,-0.109711622,-0.004242293,-0.126360559,0.003439637,0.012803183,3
28,0.280000,1,0.008235247526,0,0.271767164,0.266151146,0.889983237,0.001133180,0.001314261,-0.001265740,0.002147900,0.042533233,0.262030665,-0.218865196,0.920623538,0.000709295,0.001249597,0.000387160,0.001488115,0.025359646,-0.064474106,-0.031722115,0.028102160,-0.033218893,0.573793131,0.048857566,0.148799604,0.004858230,0.038579740,0.005698464,-0.122045360,-0.402144028,0.063568656,0.042770220,0.000543921,-0.000002042,0.006110761,-0.103305970,-0.228341470,0.046914083,-0.171753405,0.094190019,0.200180418,0.396422365,-0.006494503,0.040742584,0.029649673,-0.330566383,0.318091289,0.070846025,-0.125616085,-0.004800425,-0.124176201,-0.000223577,0.012867790,3
29,0.290000,1,0.008130499934,0,0.272903696,0.267472038,0.888715770,0.001136533,0.001320892,-0.001267467,0.002154747,0.044687981,0.262751112,-0.217597789,0.921029559,0.000720446,0.001267408,0.000406021,0.001513347,0.026872992,-0.067815335,-0.033501390,0.029630888,-0.035101600,0.577661992,0.051428784,0.156511020,0.005107246,0.040547091,0.006012891,-0.128440611,-0.396842197,0.066821133,0.044678058,0.000572907,-0.000128163,0.006417353,-0.066204767,-0.214053794,0.017817220,-0.141493877,0.042634905,0.179095212,0.317716489,-0.010270754,0.018682249,0.026364219,-0.273064634,0.258220479,0.034174426,-0.139961332,-0.005275719,-0.121677866,-0.003653295,0.012924357,3
30,0.300000,1,0.008030846851,0,0.274041885,0.268797980,0.887447813,0.001138189,0.001325942,-0.001267957,0.002159007,0.046846988,0.263481948,-0.216313948,0.921454655,0.000730837,0.001283841,0.000425096,0.001537230,0.028410223,-0.071166894,-0.035303500,0.031164308,-0.037001482,0.581540272,0.054020020,0.164262077,0.005355613,0.042518517,0.006330284,-0.134868918,-0.391508556,0.070080696,0.046573334,0.000601413,-0.000266701,0.006723921,-0.031247783,-0.200270998,-0.010381301,-0.112098013,-0.006345961,0.159196599,0.242911930,-0.013776022,-0.002108380,0.023208685,-0.219287865,0.201179770,-0.000619078,-0.152914052,-0.005681701,-0.118938545,-0.006861340,0.012972828,3
31,0.310000,1,0.007936583061,0,0.275180110,0.270127465,0.886180500,0.001138225,0.001329485,-0.001267313,0.002160826,0.049007814,0.264222423,-0.215015008,0.921899016,0.000740474,0.001298940,0.000444361,0.001559809,0.029970032,-0.074525073,-0.037127014,0.032699510,-0.038915514,0.585422816,0.056629166,0.172044907,0.005602952,0.044491811,0.006650312,-0.141324531,-0.386149093,0.073343676,0.048454614,0.000629391,-0.000417407,0.007030125,0.001680197,-0.186924122,-0.037639657,-0.083675674,-0.052835511,0.140350539,0.171880565,-0.017019146,-0.021678978,0.020172057,-0.168963925,0.146782285,-0.033629717,-0.164623144,-0.006030964,-0.116022666,-0.009859075,0.013013165,3
32,0.320000,1,0.007847976930,0,0.276316828,0.271459057,0.884914868,0.001136718,0.001331592,-0.001265632,0.002160345,0.051168159,0.264971792,-0.213702262,0.922362809,0.000749369,0.001312745,0.000463793,0.001581126,0.031551157,-0.077886378,-0.038970556,0.034233673,-0.040840755,0.589304725,0.059254232,0.179852027,0.005848914,0.046464895,0.006972662,-0.147802074,-0.380769513,0.076606593,0.050320602,0.000656801,-0.000580007,0.007335642,0.032685643,-0.173950459,-0.063922974,-0.056318267,-0.096908726,0.122427581,0.104498990,-0.020008706,-0.040077224,0.017243546,-0.121840884,0.094858200,-0.064946098,-0.175220012,-0.006334859,-0.112986279,-0.012657404,0.013045347,3
33,0.330000,1,0.007765271435,0,0.277450570,0.272791387,0.883651864,0.001133742,0.001332330,-0.001263004,0.002157696,0.053325855,0.265729321,-0.212376966,0.922846177,0.000757529,0.001325297,0.000483367,0.001601220,0.033152377,-0.081247514,-0.040832790,0.035764073,-0.042774364,0.593181350,0.061893332,0.187676336,0.006093175,0.048435810,0.007297029,-0.154296512,-0.375375254,0.079866148,0.052170128,0.000683608,-0.000754209,0.007640173,0.061866268,-0.161293683,-0.089202954,-0.030098903,-0.138635326,0.105307665,0.040646975,-0.022753314,-0.057349362,0.014413171,-0.077686507,0.045254725,-0.094650768,-0.184819193,-0.006603304,-0.109877361,-0.015266777,0.013069368,3
